Genes,sc20_a,sc20_b,siA5_a,siA5_b,siP53_a,siP53_b,siA5_siP53_a,siA5_siP53_b
EPHA10,100,83,31,88,41,74,77,96
EPHA2,514,411,2589,1261,394,396,602,558
EPHA4,652,435,521,792,710,698,482,433
EPHA6,5,10,1,1,4,8,0,6
EPHA8,5,12,0,0,10,2,0,0
EPHB1,11,15,5,16,29,19,9,18
EPHB2,534,443,312,412,279,277,231,262
EPHB3,1829,1465,1999,1385,1379,1522,1278,1332
EPHB4,15156,12829,17889,14448,11842,13018,10840,12361
EPHB6,41,22,4,13,29,14,4,5
EPHX1,728,738,1182,601,601,645,638,657
EPHX2,749,706,187,492,894,732,539,660
EPHX3,2,0,21,8,7,0,11,1
EPHX4,141,75,80,48,57,29,39,48
EPIC1,55,46,35,67,31,55,47,24
EPM2A,308,224,196,200,127,115,67,107
EPM2A-DT,2,6,7,4,0,8,1,0
EPM2AIP1,1972,1941,754,1190,1414,1448,969,1010
EPN1,12739,10596,13744,11971,11235,10725,11809,12916
EPN2,1511,1451,1574,1417,1177,1224,1346,1328
EPN3,4034,3753,2923,2880,4985,5097,5040,5466
EPOR,858,548,946,583,625,565,449,501
EPRS1,6200,6460,3969,5229,5316,5472,4919,5656
EPS15,1842,1711,2534,2765,2254,2323,2584,2730
EPS15L1,3871,3609,4339,3316,3708,3770,3683,3974
EPS8,2800,2958,3877,4056,2163,2196,2711,2877
EPS8L1,2083,1910,2258,3239,2442,2534,2023,2281
EPS8L2,3384,2790,6109,5200,2444,2824,2234,2317
EPS8L3,15,4,32,3,0,7,2,9
EPSTI1,2,0,0,1,11,10,5,7
EPX,5,11,0,5,6,9,1,0
ERAL1,2052,1886,1876,2131,2067,1610,1454,1647
ERAP1,574,746,225,276,406,433,192,249
ERAP2,15,6,0,12,12,3,10,5
ERBB2,10649,9597,6317,7168,7808,7994,6844,7778
ERBB3,7466,7604,5414,7485,8273,9601,8235,8662
ERBB4,1470,1882,2177,2251,1170,1270,1446,1705
ERBIN,4136,4664,4310,4333,4546,4440,4418,4953
ERC1,718,737,939,992,655,864,1032,1036
ERC2,169,250,172,169,18,11,17,11
ERCC1,2242,1825,1962,1849,1718,1425,1204,1163
ERCC2,2229,2064,2296,2126,1711,1580,1534,1675
ERCC3,4103,3757,3520,3517,3038,2909,2789,3053
ERCC4,626,571,635,676,523,605,603,595
ERCC5,348,337,303,321,319,212,187,232
ERCC6,478,517,439,434,395,458,480,618
ERCC6L,558,534,129,306,572,627,488,471
ERCC6L2,434,542,413,559,517,588,577,564
ERCC6L2-AS1,229,203,194,269,169,178,185,156
ERCC8,579,628,440,597,737,638,595,615
EREG,5,0,1,8,5,1,5,8
ERF,4921,3856,5554,3681,3572,3608,3436,3528
ERFE,71,79,21,57,20,42,76,44
ERFL,19,13,31,32,19,19,29,10
ERG,105,106,67,109,340,349,251,252
ERG28,3899,3337,4417,4031,4868,4064,3744,4080
ERGIC1,19923,18723,11201,13295,23638,23288,24272,26392
ERGIC2,1509,1542,1203,1338,2129,1804,1712,1877
ERGIC3,11912,9660,13470,11398,11094,9184,9847,10502
ERH,8765,7779,4711,7039,9169,7043,6201,6817
ERI1,1402,1134,828,754,1454,1223,1027,1196
ERI2,1259,1419,1044,1730,1313,1429,1276,1457
ERI3,2758,2449,1649,2009,2151,1888,1694,1777
ERICH1,742,678,641,577,537,571,450,572
ERICH2,148,115,130,223,143,106,62,70
ERICH5,3,10,10,22,11,6,3,3
ERICH6,3,4,2,10,2,0,3,3
ERICH6-AS1,26,22,9,21,32,23,14,16
ERLEC1,2500,2510,1624,2230,2864,2345,2045,2166
ERLIN1,2769,2649,2769,2673,3240,3075,3579,4030
ERLIN2,5568,5884,4201,5924,7026,6502,5758,6131
ERMAP,193,207,138,171,159,138,95,96
ERMARD,895,781,649,876,768,643,594,711
ERMP1,10575,9717,6934,2445,5174,5271,3104,3355
ERN1,708,632,1109,892,454,556,741,701
ERO1A,2247,2206,2957,2347,868,936,877,1109
ERO1B,115,62,85,95,49,75,49,74
ERP27,1,0,4,57,3,28,22,25
ERP29,8464,7304,7283,5896,9442,8235,7448,8234
ERP44,1878,1523,1696,2061,1835,1562,1626,1777
ERRFI1,812,751,3221,1904,1559,1621,2847,2583
ERV3-1,276,261,331,227,120,98,107,122
ERV3-1-ZNF117,290,282,299,455,229,152,131,224
ERVH48-1,2,3,2,8,8,0,3,1
ERVK3-1,271,205,189,138,199,205,171,156
ERVMER34-1,35,38,2,17,95,30,34,50
ESAM,111,84,31,59,75,82,65,54
ESAM-AS1,35,19,13,13,64,47,75,31
ESCO1,1534,1627,1621,1698,1523,1380,1608,1641
ESCO2,1019,1111,349,481,993,843,702,759
ESD,4399,4115,1891,2790,4921,4072,2953,3424
ESF1,1439,1415,1615,1584,1223,1112,1600,1672
ESPL1,5508,4978,2840,2897,3778,4451,3818,4260
ESPN,3194,2756,1919,2439,1939,1840,1640,1749
ESR1,13272,13981,13730,12452,12789,13049,12943,14443
ESR2,8,8,12,7,9,2,6,12
ESRP1,10618,10318,7618,7816,11371,10958,9852,10553
ESRP2,7933,7100,8044,8277,8611,9735,9558,10688
